Text,Date,CleanSVM,CleanIndoBERTweet
Purbaya Yudhi Sadewa Menkeu Baru Lulusan ITB &amp; Purdue University eks Ketua LPS yang sukses menjaga 99 9% tabungan rakyat tetap aman. Kini melanjutkan warisan kebijakan fiskal Sri Mulyani dengan pendekatan pragmatis. Optimis dorong pertumbuhan ekonomi lewat efektivitas anggaran,Mon Sep 08 18:02:15 +0000 2025,purbaya yudhi sadewa menkeu baru lulus itb amp purdue university eks ketua lps sukses jaga tabung rakyat tetap aman kini lanjut waris bijak fiskal sri mulyani dekat pragmatis optimis dorong tumbuh ekonomi lewat efektivitas anggar,purbaya yudhi sadewa menkeu baru lulusan itb &amp; purdue university eks ketua lps yang sukses menjaga 99 9% tabungan rakyat tetap aman. kini melanjutkan warisan kebijakan fiskal sri mulyani dengan pendekatan pragmatis. optimis dorong pertumbuhan ekonomi lewat efektivitas anggaran
@WinaOkta_ @heheheiyuU @MuhadklyAcho Purbaya Yudhi Sadewa lulus S1 Teknik Elektro ITB S2 Ilmu Ekonomi Purdue University AS dan S3 Ekonomi Universitas Indonesia. Rekam jejak: Mantan Ketua LPS (2020-2025) Dirut Danareksa (2015-2020) berbagai posisi di Kemenko Ekonomi dan sektor swasta seperti Bank Danamon.,Mon Sep 08 17:38:08 +0000 2025,purbaya yudhi sadewa lulus s teknik elektro itb s ilmu ekonomi purdue university as s ekonomi universitas indonesia rekam jejak mantan ketua lps dirut danareksa bagai posisi kemenko ekonomi sektor swasta bank danamon,purbaya yudhi sadewa lulus s1 teknik elektro itb s2 ilmu ekonomi purdue university as dan s3 ekonomi universitas indonesia. rekam jejak: mantan ketua lps (2020-2025) dirut danareksa (2015-2020) berbagai posisi di kemenko ekonomi dan sektor swasta seperti bank danamon.
@Shella_Chla Sri Mulyani diganti oleh Purbaya Yudhi Sadewa sebagai Menteri Keuangan dalam reshuffle kabinet Presiden Prabowo pada 8 September 2025. Alasan resminya untuk menstabilkan ekonomi pasca-protes tapi detailnya bervariasi antar sumber.,Mon Sep 08 17:22:53 +0000 2025,sri mulyani ganti purbaya yudhi sadewa menteri uang reshuffle kabinet presiden prabowo september alas resmi stabil ekonomi pascaprotes detail variasi antar sumber,sri mulyani diganti oleh purbaya yudhi sadewa sebagai menteri keuangan dalam reshuffle kabinet presiden prabowo pada 8 september 2025. alasan resminya untuk menstabilkan ekonomi pasca-protes tetapi detailnya bervariasi antar sumber.
@Shella_Chla @MuhadklyAcho Sri Mulyani diganti oleh Purbaya Yudhi Sadewa dalam reshuffle kabinet Presiden Prabowo pada 8 September 2025 setelah protes mematikan. Alasan resmi termasuk menanggapi tuntutan publik dan menstabilkan ekonomi meski beberapa analis khawatir hal ini bisa picu ketidakstabilan,Mon Sep 08 17:15:03 +0000 2025,sri mulyani ganti purbaya yudhi sadewa reshuffle kabinet presiden prabowo september protes mati alas resmi masuk tanggap tuntut publik stabil ekonomi meski beberapa analis khawatir picu ketidakstabilan,sri mulyani diganti oleh purbaya yudhi sadewa dalam reshuffle kabinet presiden prabowo pada 8 september 2025 setelah protes mematikan. alasan resmi termasuk menanggapi tuntutan publik dan menstabilkan ekonomi meski beberapa analis khawatir hal ini bisa picu ketidakstabilan
Purbaya Yudhi Sadewa emang salah karena ignorant dan nyepelein benda yang dia tau penting buat temen2nya dan publik layak diomelin biar sadar dan ngga diulangin lagi tapi kalau dia dibilang culas ngegocek ngejebak orang dll ya pasti gua belain juga that's not true,Mon Sep 08 17:11:46 +0000 2025,purbaya yudhi sadewa emang salah ignorant nyepelein benda tahu penting buat temennya publik layak diomelin biar sadar diulangin kalau bilang culas ngegocek ngejebak orang lain gua bain thats not true,purbaya yudhi sadewa emang salah karena ignorant dan nyepelein benda yang dia tahu penting buat temen2nya dan publik layak diomelin biar sadar dan tidak diulangin lagi tetapi kalau dia dibilang culas ngegocek ngejebak orang lain-lain ya pasti gua belain juga that's not true
Prabowo Resmi Ganti Sri Mulyani Purbaya Yudhi Sadewa Jadi Menteri Keuangan Baru https://t.co/rsgjIhAtTD,Mon Sep 08 16:52:17 +0000 2025,prabowo resmi ganti sri mulyani purbaya yudhi sadewa jadi menteri uang baru,prabowo resmi ganti sri mulyani purbaya yudhi sadewa jadi menteri keuangan baru
Rekam Jejak Purbaya Yudhi Sadewa Menteri Keuangan Pengganti Sri Mulyani https://t.co/f5giYq6SvH,Mon Sep 08 16:47:57 +0000 2025,rekam jejak purbaya yudhi sadewa menteri uang ganti sri mulyani,rekam jejak purbaya yudhi sadewa menteri keuangan pengganti sri mulyani
@seagapola @IndoPopBase Ya ini valid. Menurut laporan Reuters dan Bloomberg Sri Mulyani Indrawati telah digantikan oleh Purbaya Yudhi Sadewa sebagai Menteri Keuangan dalam reshuffle kabinet pada 8 September 2025 di tengah protes baru-baru ini.,Mon Sep 08 16:47:30 +0000 2025,valid lapor reuters bloomberg sri mulyani indrawati ganti purbaya yudhi sadewa menteri uang reshuffle kabinet september tengah protes barubaru,ya ini valid. menurut laporan reuters dan bloomberg sri mulyani indrawati telah digantikan oleh purbaya yudhi sadewa sebagai menteri keuangan dalam reshuffle kabinet pada 8 september 2025 di tengah protes baru-baru ini.
Belum ada sehari menjabat Menkeu Purbaya Yudhi Sadewa langsung bikin statmen edan! https://t.co/DB0tnt6Rew,Tue Sep 09 14:51:27 +0000 2025,hari jabat menkeu purbaya yudhi sadewa langsung bikin statmen edan,belum ada sehari menjabat menkeu purbaya yudhi sadewa langsung bikin statmen edan!
@prabowo @gibran_tweet Belum kerja uda buat Perkara... Masih Yakin Keuangan Negri ini dikelola ma ini orang....??? https://t.co/SqRF342bVI Tuntutan 17+8 yang disuarakan masyarakat sempat ditanggapi enteng oleh Menteri Keuangan Purbaya Yudhi Sadewa.,Tue Sep 09 14:49:34 +0000 2025,kerja buat perkara yakin uang negri kelola ma orang tuntut suara masyarakat sempat tanggap enteng menteri uang purbaya yudhi sadewa,belum kerja sudah buat perkara... masih yakin keuangan negri ini dikelola ma ini orang....??? tuntutan 17+8 yang disuarakan masyarakat sempat ditanggapi enteng oleh menteri keuangan purbaya yudhi sadewa.
@tanyabiartahu @Tamac_ti @txtdrpemerintah Ya berdasarkan data publik Purbaya Yudhi Sadewa tidak punya catatan korupsi jadi bisa dibilang bersih. Siapa yang diam? Kalau saya maaf ya lagi cek fakta dulu! ,Tue Sep 09 14:47:12 +0000 2025,dasar data publik purbaya yudhi sadewa punya catat korupsi jadi bilang bersih siapa diam kalau maaf cek fakta dulu,ya berdasarkan data publik purbaya yudhi sadewa tidak punya catatan korupsi jadi bisa dibilang bersih. siapa yang diam? kalau saya maaf ya lagi cek fakta dulu!
Baru sehari doang Purbaya Yudhi Sadewa dah Blunder bikin kesel orang. Gak tau siapa yg rekomendasikan ni orang... gak bapak gak anak kemlinthi gayane. Surem. https://t.co/RJlEqSVHxq,Tue Sep 09 14:38:00 +0000 2025,baru hari doang purbaya yudhi sadewa dah blunder bikin kesel orang tahu siapa rekomendasi ni orang bapak anak kemlinthi gayane surem,baru sehari doang purbaya yudhi sadewa dah blunder bikin kesel orang. tidak tahu siapa yang rekomendasikan ni orang... tidak bapak tidak anak kemlinthi gayane. surem.
@KerjaanRau65055 @pandji Jokenya ada di pernyataan Menteri Keuangan Purbaya Yudhi Sadewa yang bilang tuntutan demo (17+8) cuma suara minoritas yang hidupnya kurang dan kalau pertumbuhan ekonomi 6-7% orang bakal sibuk kerja &amp; makan enak daripada demo. Ini dianggap terlalu sederhana/ga peka malah,Tue Sep 09 14:37:09 +0000 2025,jokenya nyata menteri uang purbaya yudhi sadewa bilang tuntut demo cuma suara minoritas hidup kurang kalau tumbuh ekonomi orang bakal sibuk kerja amp makan enak demo anggap terlalu sederhanaga peka malah,jokenya ada di pernyataan menteri keuangan purbaya yudhi sadewa yang bilang tuntutan demo (17+8) cuma suara minoritas yang hidupnya kurang dan kalau pertumbuhan ekonomi 6-7% orang bakal sibuk kerja &amp; makan enak daripada demo. ini dianggap terlalu sederhana/ga peka malah
Menteri Keuangan Purbaya Yudhi Sadewa MENTALITY Purbaya JAGO anaknya JAGOAN..! https://t.co/vFBE0r4agv,Tue Sep 09 14:33:24 +0000 2025,menteri uang purbaya yudhi sadewa mentality purbaya jago anak jago,menteri keuangan purbaya yudhi sadewa mentality purbaya jago anaknya jagoan..!
@Sir_Rudi08 @txtdrimedia Ya Purbaya Yudhi Sadewa punya hubungan kerja erat dengan Luhut Binsar Pandjaitan sejak 2014 termasuk saat menjabat Ketua LPS dan posisi lain di bawah Luhut. Namun penunjukannya sebagai Menkeu resmi oleh Presiden Prabowo pada 8 September 2025. Banyak sumber menyebutnya sebagai,Tue Sep 09 14:32:45 +0000 2025,purbaya yudhi sadewa punya hubung kerja erat luhut binsar pandjaitan sejak masuk jabat ketua lps posisi bawah luhut tunjuk menkeu resmi presiden prabowo september banyak sumber sebut,ya purbaya yudhi sadewa punya hubungan kerja erat dengan luhut binsar pandjaitan sejak 2014 termasuk saat menjabat ketua lps dan posisi lain di bawah luhut. namun penunjukannya sebagai menkeu resmi oleh presiden prabowo pada 8 september 2025. banyak sumber menyebutnya sebagai
Ampuuunn bang jago ... Purbaya Yudhi Sadewa https://t.co/3dTKB3N94b,Tue Sep 09 14:31:06 +0000 2025,ampuuunn bang jago purbaya yudhi sadewa,ampuuunn bang jago ... purbaya yudhi sadewa
Belum sehari menjabat Menkeu Purbaya Yudhi Sadewa menuai kritik usai menyebut tuntutan 17+8 sebagai suara sebagian kecil rakyat . Esoknya BEM UI turun ke jalan berdemo di depan DPR RI untuk mendesak Presiden Prabowo mencopot Purbaya dari jabatan Menkeu. Hari ini Purbaya https://t.co/xuunJ79WUz,Tue Sep 09 14:30:32 +0000 2025,hari jabat menkeu purbaya yudhi sadewa tuai kritik usai sebut tuntut suara bagi kecil rakyat esok bem ui turun jalan demo depan dpr ri desak presiden prabowo copot purbaya jabat menkeu hari purbaya,belum sehari menjabat menkeu purbaya yudhi sadewa menuai kritik usai menyebut tuntutan 17+8 sebagai suara sebagian kecil rakyat . esoknya bem ui turun ke jalan berdemo di depan dpr ri untuk mendesak presiden prabowo mencopot purbaya dari jabatan menkeu. hari ini purbaya
@Sir_Rudi08 @txtdrimedia Purbaya Yudhi Sadewa (lahir 7 Juli 1964 di Bogor) adalah Menteri Keuangan Indonesia yang baru dilantik Presiden Prabowo Subianto pada September 2025 menggantikan Sri Mulyani. **Pendidikan:** - Sarjana Teknik Elektro ITB. - MSc &amp; PhD Ekonomi Purdue University AS. **Latar,Tue Sep 09 14:29:34 +0000 2025,purbaya yudhi sadewa lahir juli bogor menteri uang indonesia baru lantik presiden prabowo subianto september ganti sri mulyani didik sarjana teknik elektro itb msc amp phd ekonomi purdue university as latar,purbaya yudhi sadewa (lahir 7 juli 1964 di bogor) adalah menteri keuangan indonesia yang baru dilantik presiden prabowo subianto pada september 2025 menggantikan sri mulyani. **pendidikan:** - sarjana teknik elektro itb. - msc &amp; phd ekonomi purdue university as. **latar
@txtdrimedia Thomas Sudrajat dan Purbaya Yudhi Sadewa bukan saudara kandung tetapi mereka adalah sepupu karena sama-sama merupakan keponakan dari Prabowo Subianto.,Tue Sep 09 14:29:18 +0000 2025,thomas sudrajat purbaya yudhi sadewa bukan saudara kandung sepupu samasama rupa keponakan prabowo subianto,thomas sudrajat dan purbaya yudhi sadewa bukan saudara kandung tetapi mereka adalah sepupu karena sama-sama merupakan keponakan dari prabowo subianto.
Menteri Keuangan Purbaya Yudhi Sadewa menjabat saat Indonesia disebut mengalami darurat ekonomi istilah yang digunakan Aliansi Ekonom Indonesia untuk menggambarkan situasi saat ini. Apa saja pekerjaan rumah yang harus dibereskan oleh Purbaya? https://t.co/FAbtLecebc,Tue Sep 09 14:28:35 +0000 2025,menteri uang purbaya yudhi sadewa jabat indonesia sebut alami darurat ekonomi istilah guna aliansi ekonom indonesia gambar situasi apa kerja rumah beres purbaya,menteri keuangan purbaya yudhi sadewa menjabat saat indonesia disebut mengalami darurat ekonomi istilah yang digunakan aliansi ekonom indonesia untuk menggambarkan situasi saat ini. apa saja pekerjaan rumah yang harus dibereskan oleh purbaya?
day 1 menjabat udah asbun lu pak purbaya yudhi Sadewa aneh lu,Tue Sep 09 14:20:42 +0000 2025,day jabat asbun lu pak purbaya yudhi sadewa aneh lu,day 1 menjabat sudah asbun lu pak purbaya yudhi sadewa aneh lu
Dalam acara serah terima jabatan di Gedung Kementerian Keuangan pada Selasa 9 September 2025 Purbaya menyampaikan permintaan maaf secara terbuka dan berjanji memperbaiki komunikasi publik. https://t.co/bFxJ21lZ77,Tue Sep 09 14:19:58 +0000 2025,acara serah terima jabat gedung menteri uang selasa september purbaya sampai minta maaf buka janji baik komunikasi publik,dalam acara serah terima jabatan di gedung kementerian keuangan pada selasa 9 september 2025 purbaya menyampaikan permintaan maaf secara terbuka dan berjanji memperbaiki komunikasi publik.
Menteri Keuangan Purbaya Yudhi Sadewa akhirnya angkat bicara soal sorotan publik terhadap pernyataannya mengenai 17 plus 8. #suaramerdeka #suaramerdekacom #suaramerdekanetwork #menkeu #purbayayudhisadewa #klarifikasi #salahbicara #komunikasipublik https://t.co/w7CCDDAw44,Tue Sep 09 14:19:57 +0000 2025,menteri uang purbaya yudhi sadewa akhir angkat bicara soal sorot publik nyata kena plus,menteri keuangan purbaya yudhi sadewa akhirnya angkat bicara soal sorotan publik terhadap pernyataannya mengenai 17 plus 8. #suaramerdeka #suaramerdekacom #suaramerdekanetwork #menkeu #purbayayudhisadewa #klarifikasi #salahbicara #komunikasipublik
@ferrykoto @prabowo @pco_ri @Gerindra @grok benerkah purbaya Yudhi Sadewa keponkan Prabowo?,Tue Sep 09 14:19:35 +0000 2025,benerkah purbaya yudhi sadewa pon prabowo,benerkah purbaya yudhi sadewa keponkan prabowo?
Baru juga sehari Purbaya yudhi sadewa dilantik sebagai Menkeu menggantikan Sri Mulyani anaknya purbaya udah mancing perkara ke para termul https://t.co/OIZzM36ijo,Tue Sep 09 14:18:08 +0000 2025,baru hari purbaya yudhi sadewa lantik menkeu ganti sri mulyani anak purbaya mancing perkara termul,baru juga sehari purbaya yudhi sadewa dilantik sebagai menkeu menggantikan sri mulyani anaknya purbaya sudah mancing perkara ke para termul
@Ronnie_Rusli Anak² Soemitro itu: Bianti Maryani Prabowo Hashim The eldest Bianti kelahiran 1948 - Hashim kelahiran 1954 Gimana bisa Prabowo punya keponakan namanya Purbaya Yudhi Sadewa yg kelahiran 1964?? Dan Hashanti Djojohadikusumo itu siapa?,Tue Sep 09 14:15:45 +0000 2025,anak soemitro bianti maryani prabowo hashim the eldest bianti lahir hashim lahir bagaimana prabowo punya keponakan nama purbaya yudhi sadewa lahir hashanti djojohadikusumo siapa,anak² soemitro itu: bianti maryani prabowo hashim the eldest bianti kelahiran 1948 - hashim kelahiran 1954 bagaimana bisa prabowo punya keponakan namanya purbaya yudhi sadewa yang kelahiran 1964?? dan hashanti djojohadikusumo itu siapa?
Menkeu Baru Purbaya Yudhi Sadewa Blunder Bilang Tuntutan 17+8 Suara Sebagian Kecil Rakyat. Belum genap satu hari menjadi Menteri Keuangan Purbaya Yudhi Sadewa mendapat kritikan dari masyarakat atas pernyataannya soal Tuntutan 17+8 merupakan suara sebagian kecil rakyat. https://t.co/13vxPL6RIR,Tue Sep 09 14:14:23 +0000 2025,menkeu baru purbaya yudhi sadewa blunder bilang tuntut suara bagi kecil rakyat genap satu hari jadi menteri uang purbaya yudhi sadewa dapat kritik masyarakat atas nyata soal tuntut rupa suara bagi kecil rakyat,menkeu baru purbaya yudhi sadewa blunder bilang tuntutan 17+8 suara sebagian kecil rakyat. belum genap satu hari menjadi menteri keuangan purbaya yudhi sadewa mendapat kritikan dari masyarakat atas pernyataannya soal tuntutan 17+8 merupakan suara sebagian kecil rakyat.
@NKRI_jaya @kegblgnunfaedh @univ_indonesia @iluniui_ @ChatibBasri @detikcom Yudo Sadewa adalah putra Menkeu Purbaya Yudhi Sadewa yang baru dilantik menggantikan Sri Mulyani. Ia sempat posting kritik Sri Mulyani sebagai agen CIA tapi sudah dihapus. Kabinet omon2 merujuk pada kritik warganet soal kabinet Prabowo yang dianggap banyak janji kosong. Info,Tue Sep 09 14:12:40 +0000 2025,yudo sadewa putra menkeu purbaya yudhi sadewa baru lantik ganti sri mulyani sempat posting kritik sri mulyani agen cia hapus kabinet omong rujuk kritik warganet soal kabinet prabowo anggap banyak janji kosong info,yudo sadewa adalah putra menkeu purbaya yudhi sadewa yang baru dilantik menggantikan sri mulyani. ia sempat posting kritik sri mulyani sebagai agen cia tetapi sudah dihapus. kabinet omon2 merujuk pada kritik warganet soal kabinet prabowo yang dianggap banyak janji kosong. info
kata yudo sadewa anak menkeu baru purbaya yudhi sudewo orang miskin itu karena males banyak ngeluh dan mental ngemis ((sambil pamerin kartu bca prioritasnya)) siap si paling prioritas https://t.co/7WXs3KdA7Q,Tue Sep 09 14:11:50 +0000 2025,kata yudo sadewa anak menkeu baru purbaya yudhi sudewo orang miskin malas banyak ngeluh mental ngemis pamerin kartu bca prioritas siap si paling prioritas,kata yudo sadewa anak menkeu baru purbaya yudhi sudewo orang miskin itu karena malas banyak ngeluh dan mental ngemis ((sambil pamerin kartu bca prioritasnya)) siap si paling prioritas
@HoyacOnly @detikcom @prabowo @KemenkeuRI Purbaya Yudhi Sadewa ? https://t.co/Q6vlKtyr4L,Tue Sep 09 14:07:44 +0000 2025,purbaya yudhi sadewa,purbaya yudhi sadewa ?
Jakarta Suarathailand- Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi menyatakan bahwa peralihan jabatan Menteri Keuangan dari Sri Mulyani kepada Purbaya Yudhi Sadewa bukan didasari atas alasan pengunduran diri maupun pencopotan. Baca selengkapnya: https://t.co/svZHCnSCuz https://t.co/PAlI8k8yra,Tue Sep 09 14:04:22 +0000 2025,jakarta suarathailand menteri sekretaris negara mensesneg prasetyo had nyata alih jabat menteri uang sri mulyani purbaya yudhi sadewa bukan dasar atas alas undur diri maupun copot baca lengkap,jakarta suarathailand- menteri sekretaris negara (mensesneg) prasetyo hadi menyatakan bahwa peralihan jabatan menteri keuangan dari sri mulyani kepada purbaya yudhi sadewa bukan didasari atas alasan pengunduran diri maupun pencopotan. baca selengkapnya:
Menkeu Purbaya Yudhi Sadewa meminta maaf kepada semua pihak terkait pernyataannya yang viral saat merespons tuntutan 17+8 pada Selasa (9/9) di Kompleks Istana Kepresidenan Jakarta. Ia menegaskan bahwa bukan hanya sebagian kecil rakyat saja yang merasa susah apabila ekonomi https://t.co/cFMSL3DEXx,Tue Sep 09 14:02:21 +0000 2025,menkeu purbaya yudhi sadewa minta maaf semua pihak kait nyata viral respons tuntut selasa kompleks istana presiden jakarta tegas bukan bagi kecil rakyat rasa susah apabila ekonomi,menkeu purbaya yudhi sadewa meminta maaf kepada semua pihak terkait pernyataannya yang viral saat merespons tuntutan 17+8 pada selasa (9/9) di kompleks istana kepresidenan jakarta. ia menegaskan bahwa bukan hanya sebagian kecil rakyat saja yang merasa susah apabila ekonomi
